id;UID;Mes_Ref;Cod_Empresa;UC;score_ia
60998;1443271349835520250601;2025-06-01;144;W9005724489;2
67339;1443271449835620250501;2025-05-01;144;W5164937113;4
23181;1443271481394920251201;2025-12-01;144;W5164937113;2
73574;1443279449843620250401;2025-04-01;144;W0006781385;2
60999;1443720756139720250601;2025-06-01;144;W9006292299;2
61000;1443721256140220250601;2025-06-01;144;W9014313354;2
61002;1443721356140420250601;2025-06-01;144;642412668;2
61001;1443721456140320250601;2025-06-01;144;637822327;2
61003;1443721556140520250601;2025-06-01;144;W9012463502;2
61004;1443721756140720250601;2025-06-01;144;631386261;2
61005;1443721856140820250601;2025-06-01;144;641887456;2
61006;1443721956140920250601;2025-06-01;144;631386295;2
61007;1443722056141020250601;2025-06-01;144;631385503;2
61008;1443722156141120250601;2025-06-01;144;631385537;2
61010;1443722256141320250601;2025-06-01;144;631386220;2
61009;1443722356141220250601;2025-06-01;144;66723308;2
48498;1444748074514120250801;2025-08-01;144;00001681834;2
29584;1444748081394120251101;2025-11-01;144;00001681834;2
48499;1445605675930520250801;2025-08-01;144;00001671455;2
29583;1445605681394020251101;2025-11-01;144;00001671455;2
54497;1445642076053820250701;2025-07-01;144;00002864179;2
23180;1445642081394320251201;2025-12-01;144;00002864179;4
10602;1445642089677920260201;2026-02-01;144;00002864179;4
48525;1446669020250801;2025-08-01;144;W9016574317;2
29609;1446669020251101;2025-11-01;144;W9016574317;2
23179;1447530181393820251201;2025-12-01;144;D7086414011;2
29582;1447530281393920251101;2025-11-01;144;00002841937;2
29585;1447530381394420251101;2025-11-01;144;N5210689329;2
29586;1447530481394520251101;2025-11-01;144;00001333857;2
29587;1447530581394620251101;2025-11-01;144;W0012731810;2
29588;1447530681394720251101;2025-11-01;144;00001007707;2
29589;1447530781394820251101;2025-11-01;144;00002810910;2
29590;1447530881395020251101;2025-11-01;144;W9014024085;2
29591;1448691483831720251101;2025-11-01;144;00002755190;2
29592;1448702783844520251101;2025-11-01;144;00002934464;2
61032;1453634755940020250601;2025-06-01;145;75310;0
67366;1453634755940120250501;2025-05-01;145;75310;0
29610;1453634781278120251101;2025-11-01;145;75310;0
61033;1453886670260520250601;2025-06-01;145;9011018;0
42570;1453886676420520250901;2025-09-01;145;9011018;0
29611;1453886681527120251101;2025-11-01;145;9011018;0
23207;1453886687171520251201;2025-12-01;145;9011018;0
54524;1455624675969820250701;2025-07-01;145;7016008570;0
61034;1455639776046520250601;2025-06-01;145;1515012;0
67367;1455639776058620250501;2025-05-01;145;1515012;0
42568;1455778276419520250901;2025-09-01;145;5812356;0
23211;1455778287813020251201;2025-12-01;145;5812356;0
42569;1455778476420120250901;2025-09-01;145;6954227;0
23212;1455778487813320251201;2025-12-01;145;6954227;0
42571;1455780776425720250901;2025-09-01;145;17725364;0
23208;1455780787808520251201;2025-12-01;145;17725364;0
42572;1455781176426320250901;2025-09-01;145;38872133;0
23209;1455781187811220251201;2025-12-01;145;38872133;0
36118;1457029580186620251001;2025-10-01;145;7006501022;0
23206;1457649881725720251201;2025-12-01;145;532276628;0
23210;1459976987811720251201;2025-12-01;145;3010359820;0
26702;147508381363920251101;2025-11-01;14;4220037800;2
26703;147508581364120251101;2025-11-01;14;4220012553;2
26704;147508781364320251101;2025-11-01;14;4220012577;2
26705;147508981364520251101;2025-11-01;14;10005719389;2
26706;147509081364620251101;2025-11-01;14;4220016376;2
26708;147509481365120251101;2025-11-01;14;4220024476;2
26709;147509781365420251101;2025-11-01;14;4220027179;2
26711;147526781382620251101;2025-11-01;14;4220005548;2
26714;147760881945620251101;2025-11-01;14;W0012774977;2
20352;147760887426620251201;2025-12-01;14;W0012774977;2
14086;147760887428020260101;2026-01-01;14;W0012774977;2
26715;147767681952520251101;2025-11-01;14;00002754048;2
26716;147767881952720251101;2025-11-01;14;E5041338872;4
26717;147767981952820251101;2025-11-01;14;00001384055;4
26718;147768081952920251101;2025-11-01;14;W5165292949;2
26719;147768281953120251101;2025-11-01;14;W5106602411;4
26720;147768381953220251101;2025-11-01;14;00001241031;4
26721;147768481953320251101;2025-11-01;14;00001241245;2
26722;147768581953420251101;2025-11-01;14;W5116176917;4
20351;148690983830920251201;2025-12-01;14;W0012646545;2
14085;148690987426820260101;2026-01-01;14;W0012646545;2
26724;148691083830820251101;2025-11-01;14;00003022584;2
26725;148691383831620251101;2025-11-01;14;00002524190;2
14084;148691387426520260101;2026-01-01;14;00002524190;2
20353;148691387426720251201;2025-12-01;14;00002524190;2
61043;1543885770257720250601;2025-06-01;154;917133;2
54535;1543885771298720250701;2025-07-01;154;917133;2
48538;1543885774313020250801;2025-08-01;154;917133;0
61044;1543885870257820250601;2025-06-01;154;16530110;2
54536;1543885871298820250701;2025-07-01;154;16530110;0
48539;1543885874372720250801;2025-08-01;154;16530110;0
61045;1543885970257920250601;2025-06-01;154;17707218;0
54537;1543885971298920250701;2025-07-01;154;17707218;0
48540;1543885974372820250801;2025-08-01;154;17707218;0
61046;1543886070258020250601;2025-06-01;154;901750;0
48537;1544460874080120250801;2025-08-01;154;14674890;2
29621;1544460879672920251101;2025-11-01;154;14674890;2
29622;1546840579673120251101;2025-11-01;154;14017792;0
29623;1546840879673620251101;2025-11-01;154;14339668;0
29624;1546841079675120251101;2025-11-01;154;14339676;0
115227;173507941020241001;2024-10-01;173;3013520385;0
107233;173507941120241101;2024-11-01;173;3013520385;0
184589;17350794120240101;2024-01-01;173;3013520385;0
175511;17350794220240201;2024-02-01;173;3013520385;0
166460;17350794320240301;2024-03-01;173;3013520385;0
157397;17350794420240401;2024-04-01;173;3013520385;0
148631;17350794520240501;2024-05-01;173;3013520385;0
142376;17350794620240601;2024-06-01;173;3013520385;0
135727;17350794720240701;2024-07-01;173;3013520385;0
129505;17350794820240801;2024-08-01;173;3013520385;0
123164;17350794920240901;2024-09-01;173;3013520385;0
115010;173507951020241001;2024-10-01;173;203376604;0
107022;173507951120241101;2024-11-01;173;203376604;0
184368;17350795120240101;2024-01-01;173;203376604;0
98738;173507951220241201;2024-12-01;173;203376604;0
175291;17350795220240201;2024-02-01;173;203376604;0
166240;17350795320240301;2024-03-01;173;203376604;0
157177;17350795420240401;2024-04-01;173;203376604;0
148412;17350795520240501;2024-05-01;173;203376604;0
122947;17350795620240901;2024-09-01;173;203376604;0
142157;17350795720240601;2024-06-01;173;203376604;0
135508;17350795820240701;2024-07-01;173;203376604;0
129289;17350795920240801;2024-08-01;173;203376604;0
115474;173507961020241001;2024-10-01;173;4000844607;0
107477;173507961120241101;2024-11-01;173;4000844607;0
184837;17350796120240101;2024-01-01;173;4000844607;0
175759;17350796220240201;2024-02-01;173;4000844607;0
157645;17350796320240401;2024-04-01;173;4000844607;0
166708;17350796420240301;2024-03-01;173;4000844607;0
148879;17350796520240501;2024-05-01;173;4000844607;0
142624;17350796620240601;2024-06-01;173;4000844607;0
135975;17350796720240701;2024-07-01;173;4000844607;0
129753;17350796820240801;2024-08-01;173;4000844607;0
123412;17350796920240901;2024-09-01;173;4000844607;0
185076;173521611320240101;2024-01-01;173;512901203;0
175998;173521611420240201;2024-02-01;173;512901203;0
166947;173521611520240301;2024-03-01;173;512901203;0
157883;173521611620240401;2024-04-01;173;512901203;0
149116;173521611720240501;2024-05-01;173;512901203;0
142861;173521611820240601;2024-06-01;173;512901203;0
136211;173521611920240701;2024-07-01;173;512901203;0
129962;173521612020240801;2024-08-01;173;512901203;0
123644;173521612120240901;2024-09-01;173;512901203;0
115708;173521612220241001;2024-10-01;173;512901203;0
107684;173521612320241101;2024-11-01;173;512901203;0
98967;173521612420241201;2024-12-01;173;512901203;0
184491;173521621320240101;2024-01-01;173;2579772010;0
175413;173521621420240201;2024-02-01;173;2579772010;0
166362;173521621520240301;2024-03-01;173;2579772010;0
157299;173521621620240401;2024-04-01;173;2579772010;0
148533;173521621720240501;2024-05-01;173;2579772010;0
129408;173521621820240801;2024-08-01;173;2579772010;0
142278;173521621920240601;2024-06-01;173;2579772010;0
135629;173521622020240701;2024-07-01;173;2579772010;0
123066;173521622120240901;2024-09-01;173;2579772010;0
115129;173521622220241001;2024-10-01;173;2579772010;0
107139;173521622320241101;2024-11-01;173;2579772010;0
184804;173521631320240101;2024-01-01;173;34706615;0
175726;173521631420240201;2024-02-01;173;34706615;0
166675;173521631520240301;2024-03-01;173;34706615;0
157612;173521631620240401;2024-04-01;173;34706615;0
148846;173521631720240501;2024-05-01;173;34706615;0
142591;173521631820240601;2024-06-01;173;34706615;0
135942;173521631920240701;2024-07-01;173;34706615;0
129720;173521632020240801;2024-08-01;173;34706615;0
123379;173521632120240901;2024-09-01;173;34706615;0
115441;173521632220241001;2024-10-01;173;34706615;0
107444;173521632320241101;2024-11-01;173;34706615;0
185520;173521641320240101;2024-01-01;173;MTE0011930;0
176442;173521641420240201;2024-02-01;173;MTE0011930;0
167391;173521641520240301;2024-03-01;173;MTE0011930;0
158324;173521641620240401;2024-04-01;173;MTE0011930;0
149557;173521641720240501;2024-05-01;173;MTE0011930;0
143302;173521641820240601;2024-06-01;173;MTE0011930;0
136652;173521641920240701;2024-07-01;173;MTE0011930;0
130381;173521642020240801;2024-08-01;173;MTE0011930;0
124085;173521642120240901;2024-09-01;173;MTE0011930;0
116148;173521642220241001;2024-10-01;173;MTE0011930;0
108099;173521642320241101;2024-11-01;173;MTE0011930;0
99073;173521642420241201;2024-12-01;173;MTE0011930;0
185147;173521651320240101;2024-01-01;173;6290043;0
176069;173521651420240201;2024-02-01;173;6290043;0
167018;173521651520240301;2024-03-01;173;6290043;0
157954;173521651620240401;2024-04-01;173;6290043;0
149187;173521651720240501;2024-05-01;173;6290043;0
142932;173521651820240601;2024-06-01;173;6290043;0
136282;173521651920240701;2024-07-01;173;6290043;0
130011;173521652020240801;2024-08-01;173;6290043;0
123715;173521652120240901;2024-09-01;173;6290043;0
115779;173521652220241001;2024-10-01;173;6290043;0
107733;173521652320241101;2024-11-01;173;6290043;0
98996;173521652420241201;2024-12-01;173;6290043;0
184586;173521661320240101;2024-01-01;173;3013344788;0
175508;173521661420240201;2024-02-01;173;3013344788;0
166457;173521661520240301;2024-03-01;173;3013344788;0
157394;173521661620240401;2024-04-01;173;3013344788;0
148628;173521661720240501;2024-05-01;173;3013344788;0
142373;173521661820240601;2024-06-01;173;3013344788;0
135724;173521661920240701;2024-07-01;173;3013344788;0
129502;173521662020240801;2024-08-01;173;3013344788;0
123161;173521662120240901;2024-09-01;173;3013344788;0
115224;173521662220241001;2024-10-01;173;3013344788;0
107230;173521662320241101;2024-11-01;173;3013344788;0
185215;173521671320240101;2024-01-01;173;7045837577;0
176137;173521671420240201;2024-02-01;173;7045837577;0
167086;173521671520240301;2024-03-01;173;7045837577;0
158022;173521671620240401;2024-04-01;173;7045837577;0
149255;173521671720240501;2024-05-01;173;7045837577;0
143000;173521671820240601;2024-06-01;173;7045837577;0
136350;173521671920240701;2024-07-01;173;7045837577;0
130079;173521672020240801;2024-08-01;173;7045837577;0
123783;173521672120240901;2024-09-01;173;7045837577;0
115847;173521672220241001;2024-10-01;173;7045837577;0
107801;173521672320241101;2024-11-01;173;7045837577;0
184549;173521681320240101;2024-01-01;173;3009020977;0
175471;173521681420240201;2024-02-01;173;3009020977;0
166420;173521681520240301;2024-03-01;173;3009020977;0
157357;173521681620240401;2024-04-01;173;3009020977;0
148591;173521681720240501;2024-05-01;173;3009020977;0
142336;173521681820240601;2024-06-01;173;3009020977;0
135687;173521681920240701;2024-07-01;173;3009020977;0
129465;173521682020240801;2024-08-01;173;3009020977;0
123124;173521682120240901;2024-09-01;173;3009020977;0
115187;173521682220241001;2024-10-01;173;3009020977;0
107193;173521682320241101;2024-11-01;173;3009020977;0
185318;173521691320240101;2024-01-01;173;7073873163;0
176240;173521691420240201;2024-02-01;173;7073873163;0
167189;173521691520240301;2024-03-01;173;7073873163;0
158125;173521691620240401;2024-04-01;173;7073873163;0
149358;173521691720240501;2024-05-01;173;7073873163;0
143103;173521691820240601;2024-06-01;173;7073873163;0
136453;173521691920240701;2024-07-01;173;7073873163;0
130182;173521692020240801;2024-08-01;173;7073873163;0
123886;173521692120240901;2024-09-01;173;7073873163;0
115950;173521692220241001;2024-10-01;173;7073873163;0
107904;173521692320241101;2024-11-01;173;7073873163;0
185050;173521701320240101;2024-01-01;173;480347;0
175972;173521701420240201;2024-02-01;173;480347;0
166921;173521701520240301;2024-03-01;173;480347;0
157857;173521701620240401;2024-04-01;173;480347;0
149090;173521701720240501;2024-05-01;173;480347;0
142835;173521701820240601;2024-06-01;173;480347;0
136185;173521701920240701;2024-07-01;173;480347;0
129943;173521702020240801;2024-08-01;173;480347;0
123618;173521702120240901;2024-09-01;173;480347;0
115682;173521702220241001;2024-10-01;173;480347;0
107665;173521702320241101;2024-11-01;173;480347;0
98960;173521702420241201;2024-12-01;173;480347;0
184780;173521711320240101;2024-01-01;173;3019318663;0
175702;173521711420240201;2024-02-01;173;3019318663;0
166651;173521711520240301;2024-03-01;173;3019318663;0
157588;173521711620240401;2024-04-01;173;3019318663;0
148822;173521711720240501;2024-05-01;173;3019318663;0
142567;173521711820240601;2024-06-01;173;3019318663;0
135918;173521711920240701;2024-07-01;173;3019318663;0
129696;173521712020240801;2024-08-01;173;3019318663;0
123355;173521712120240901;2024-09-01;173;3019318663;0
115418;173521712220241001;2024-10-01;173;3019318663;0
107424;173521712320241101;2024-11-01;173;3019318663;0
98837;173521712420241201;2024-12-01;173;3019318663;0
185140;173521721320240101;2024-01-01;173;611394152;0
176062;173521721420240201;2024-02-01;173;611394152;0
167011;173521721520240301;2024-03-01;173;611394152;0
157947;173521721620240401;2024-04-01;173;611394152;0
149180;173521721720240501;2024-05-01;173;611394152;0
142925;173521721820240601;2024-06-01;173;611394152;0
136275;173521721920240701;2024-07-01;173;611394152;0
130004;173521722020240801;2024-08-01;173;611394152;0
123708;173521722120240901;2024-09-01;173;611394152;0
115772;173521722220241001;2024-10-01;173;611394152;0
107726;173521722320241101;2024-11-01;173;611394152;0
98991;173521722420241201;2024-12-01;173;611394152;0
185149;173521731320240101;2024-01-01;173;65258908;0
176071;173521731420240201;2024-02-01;173;65258908;0
167020;173521731520240301;2024-03-01;173;65258908;0
157956;173521731620240401;2024-04-01;173;65258908;0
149189;173521731720240501;2024-05-01;173;65258908;0
142934;173521731820240601;2024-06-01;173;65258908;0
136284;173521731920240701;2024-07-01;173;65258908;0
130013;173521732020240801;2024-08-01;173;65258908;0
123717;173521732120240901;2024-09-01;173;65258908;0
115781;173521732220241001;2024-10-01;173;65258908;0
107735;173521732320241101;2024-11-01;173;65258908;0
98998;173521732420241201;2024-12-01;173;65258908;0
184503;173521741320240101;2024-01-01;173;28582862;0
175425;173521741420240201;2024-02-01;173;28582862;0
166374;173521741520240301;2024-03-01;173;28582862;0
157311;173521741620240401;2024-04-01;173;28582862;0
148545;173521741720240501;2024-05-01;173;28582862;0
142290;173521741820240601;2024-06-01;173;28582862;0
135641;173521741920240701;2024-07-01;173;28582862;0
129420;173521742020240801;2024-08-01;173;28582862;0
123078;173521742120240901;2024-09-01;173;28582862;0
115141;173521742220241001;2024-10-01;173;28582862;0
185156;173521751320240101;2024-01-01;173;69892342;0
176078;173521751420240201;2024-02-01;173;69892342;0
167027;173521751520240301;2024-03-01;173;69892342;0
157963;173521751620240401;2024-04-01;173;69892342;0
149196;173521751720240501;2024-05-01;173;69892342;0
142941;173521751820240601;2024-06-01;173;69892342;0
136291;173521751920240701;2024-07-01;173;69892342;0
130020;173521752020240801;2024-08-01;173;69892342;0
123724;173521752120240901;2024-09-01;173;69892342;0
115788;173521752220241001;2024-10-01;173;69892342;0
107742;173521752320241101;2024-11-01;173;69892342;0
99004;173521752420241201;2024-12-01;173;69892342;0
185447;173521761320240101;2024-01-01;173;9502731;0
176369;173521761420240201;2024-02-01;173;9502731;0
167318;173521761520240301;2024-03-01;173;9502731;0
158253;173521761620240401;2024-04-01;173;9502731;0
149486;173521761720240501;2024-05-01;173;9502731;0
143231;173521761820240601;2024-06-01;173;9502731;0
136581;173521761920240701;2024-07-01;173;9502731;0
130310;173521762020240801;2024-08-01;173;9502731;0
124014;173521762120240901;2024-09-01;173;9502731;0
116077;173521762220241001;2024-10-01;173;9502731;0
108029;173521762320241101;2024-11-01;173;9502731;0
184101;173521791320240101;2024-01-01;173;1090018953;0
175024;173521791420240201;2024-02-01;173;1090018953;0
165974;173521791520240301;2024-03-01;173;1090018953;0
156911;173521791620240401;2024-04-01;173;1090018953;0
148149;173521791720240501;2024-05-01;173;1090018953;0
141895;173521791820240601;2024-06-01;173;1090018953;0
135247;173521791920240701;2024-07-01;173;1090018953;0
129031;173521792020240801;2024-08-01;173;1090018953;0
122688;173521792120240901;2024-09-01;173;1090018953;0
114751;173521792220241001;2024-10-01;173;1090018953;0
106766;173521792320241101;2024-11-01;173;1090018953;0
98625;173521792420241201;2024-12-01;173;1090018953;0
184657;173521801320240101;2024-01-01;173;301399161;0
175579;173521801420240201;2024-02-01;173;301399161;0
166528;173521801520240301;2024-03-01;173;301399161;0
157465;173521801620240401;2024-04-01;173;301399161;0
148699;173521801720240501;2024-05-01;173;301399161;0
142444;173521801820240601;2024-06-01;173;301399161;0
135795;173521801920240701;2024-07-01;173;301399161;0
129573;173521802020240801;2024-08-01;173;301399161;0
123232;173521802120240901;2024-09-01;173;301399161;0
115295;173521802220241001;2024-10-01;173;301399161;0
107301;173521802320241101;2024-11-01;173;301399161;0
98831;173521802420241201;2024-12-01;173;301399161;0
184536;173521811320240101;2024-01-01;173;3007734106;0
175458;173521811420240201;2024-02-01;173;3007734106;0
166407;173521811520240301;2024-03-01;173;3007734106;0
157344;173521811620240401;2024-04-01;173;3007734106;0
148578;173521811720240501;2024-05-01;173;3007734106;0
142323;173521811820240601;2024-06-01;173;3007734106;0
135674;173521811920240701;2024-07-01;173;3007734106;0
129452;173521812020240801;2024-08-01;173;3007734106;0
123111;173521812120240901;2024-09-01;173;3007734106;0
115174;173521812220241001;2024-10-01;173;3007734106;0
107180;173521812320241101;2024-11-01;173;3007734106;0
98829;173521812420241201;2024-12-01;173;3007734106;0
184749;173521821320240101;2024-01-01;173;3015029616;0
175671;173521821420240201;2024-02-01;173;3015029616;0
166620;173521821520240301;2024-03-01;173;3015029616;0
157557;173521821620240401;2024-04-01;173;3015029616;0
148791;173521821720240501;2024-05-01;173;3015029616;0
142536;173521821820240601;2024-06-01;173;3015029616;0
135887;173521821920240701;2024-07-01;173;3015029616;0
129665;173521822020240801;2024-08-01;173;3015029616;0
123324;173521822120240901;2024-09-01;173;3015029616;0
115387;173521822220241001;2024-10-01;173;3015029616;0
107393;173521822320241101;2024-11-01;173;3015029616;0
98834;173521822420241201;2024-12-01;173;3015029616;0
185394;173521831320240101;2024-01-01;173;9000565;0
176316;173521831420240201;2024-02-01;173;9000565;0
167265;173521831520240301;2024-03-01;173;9000565;0
158200;173521831620240401;2024-04-01;173;9000565;0
149433;173521831720240501;2024-05-01;173;9000565;0
143178;173521831820240601;2024-06-01;173;9000565;0
116024;173521831920241001;2024-10-01;173;9000565;0
136528;173521832020240701;2024-07-01;173;9000565;0
130257;173521832120240801;2024-08-01;173;9000565;0
123961;173521832220240901;2024-09-01;173;9000565;0
107976;173521832320241101;2024-11-01;173;9000565;0
185135;173521841320240101;2024-01-01;173;595063;0
176057;173521841420240201;2024-02-01;173;595063;0
167006;173521841520240301;2024-03-01;173;595063;0
157942;173521841620240401;2024-04-01;173;595063;0
149175;173521841720240501;2024-05-01;173;595063;0
142920;173521841820240601;2024-06-01;173;595063;0
136270;173521841920240701;2024-07-01;173;595063;0
129999;173521842020240801;2024-08-01;173;595063;0
123703;173521842120240901;2024-09-01;173;595063;0
115767;173521842220241001;2024-10-01;173;595063;0
107721;173521842320241101;2024-11-01;173;595063;0
184830;173521851320240101;2024-01-01;173;400037710;0
175752;173521851420240201;2024-02-01;173;400037710;0
166701;173521851520240301;2024-03-01;173;400037710;0
157638;173521851620240401;2024-04-01;173;400037710;0
148872;173521851720240501;2024-05-01;173;400037710;0
142617;173521851820240601;2024-06-01;173;400037710;0
135968;173521851920240701;2024-07-01;173;400037710;0
129746;173521852020240801;2024-08-01;173;400037710;0
123405;173521852120240901;2024-09-01;173;400037710;0
115467;173521852220241001;2024-10-01;173;400037710;0
107470;173521852320241101;2024-11-01;173;400037710;0
98861;173521852420241201;2024-12-01;173;400037710;0
184846;173521861320240101;2024-01-01;173;400195413;0
175768;173521861420240201;2024-02-01;173;400195413;0
166717;173521861520240301;2024-03-01;173;400195413;0
157654;173521861620240401;2024-04-01;173;400195413;0
148888;173521861720240501;2024-05-01;173;400195413;0
142633;173521861820240601;2024-06-01;173;400195413;0
135984;173521861920240701;2024-07-01;173;400195413;0
129762;173521862020240801;2024-08-01;173;400195413;0
123421;173521862120240901;2024-09-01;173;400195413;0
115483;173521862220241001;2024-10-01;173;400195413;0
107486;173521862320241101;2024-11-01;173;400195413;0
98866;173521862420241201;2024-12-01;173;400195413;0
184484;173521871320240101;2024-01-01;173;2436841;0
175406;173521871420240201;2024-02-01;173;2436841;0
166355;173521871520240301;2024-03-01;173;2436841;0
157292;173521871620240401;2024-04-01;173;2436841;0
148526;173521871720240501;2024-05-01;173;2436841;0
142271;173521871820240601;2024-06-01;173;2436841;0
135622;173521871920240701;2024-07-01;173;2436841;0
129401;173521872020240801;2024-08-01;173;2436841;0
123059;173521872120240901;2024-09-01;173;2436841;0
115122;173521872220241001;2024-10-01;173;2436841;0
107132;173521872320241101;2024-11-01;173;2436841;0
184588;173521881320240101;2024-01-01;173;3013410798;0
175510;173521881420240201;2024-02-01;173;3013410798;0
166459;173521881520240301;2024-03-01;173;3013410798;0
157396;173521881620240401;2024-04-01;173;3013410798;0
148630;173521881720240501;2024-05-01;173;3013410798;0
142375;173521881820240601;2024-06-01;173;3013410798;0
135726;173521881920240701;2024-07-01;173;3013410798;0
129504;173521882020240801;2024-08-01;173;3013410798;0
123163;173521882120240901;2024-09-01;173;3013410798;0
115226;173521882220241001;2024-10-01;173;3013410798;0
107232;173521882320241101;2024-11-01;173;3013410798;0
184515;173521891320240101;2024-01-01;173;3007641167;0
175437;173521891420240201;2024-02-01;173;3007641167;0
